Date,Open,High,Low,Close,Volume
20240718,485.52,485.71,476.27,479.49,325042
20240719,479.17,481.69,473.94,475.24,245967
20240722,481.17,483.35,477.76,482.32,234949
20240723,481.42,484.43,480.14,480.62,149750
20240724,473.82,474.19,462.51,463.38,341331
20240725,463.72,467.94,455.63,458.27,387769
20240726,462.66,465.93,459.77,462.97,285874
20240729,465.71,467.91,461.61,463.9,198813
20240730,465.85,466.57,454.15,457.53,243223
20240731,467.9,472.79,466.41,471.07,296612
20240801,471.76,475.55,455.98,459.66,361766
20240802,450.89,453.57,444.47,448.75,416849
20240805,424.71,442.29,423.45,435.37,584481
20240806,437.3,447.07,434.56,439.53,392184
20240807,446.51,449.0,434.37,434.77,345136
20240808,441.07,448.99,437.15,448.07,305455
20240809,446.73,452.06,445.61,450.41,230057
20240812,451.39,454.37,448.55,451.38,195298
20240813,455.81,462.85,455.68,462.58,241095
20240814,463.56,465.11,458.4,462.73,235395
20240815,468.76,474.82,468.38,474.42,257454
20240816,472.66,476.41,471.65,475.03,172570
20240819,475.17,481.31,473.37,481.27,150159
20240820,480.35,482.94,478.55,480.26,193395
20240821,481.05,484.37,479.32,482.5,177351
20240822,484.87,485.54,473.81,474.85,273992
20240823,479.23,482.74,475.28,480.0,263128
20240826,479.44,480.38,473.24,475.34,204628
20240827,473.69,477.84,471.71,476.76,199207
20240828,476.29,477.02,467.89,471.35,254685
20240829,473.28,477.93,469.37,470.66,294950
20240830,475.04,476.9,470.51,476.27,232348
20240903,473.19,473.33,459.41,461.81,309858
20240904,458.67,464.45,457.73,460.61,233156
20240905,458.97,465.36,457.93,461.04,237650
20240906,460.32,461.22,448.19,448.69,337032
20240909,453.04,455.46,449.82,454.46,219107
20240910,456.24,459.17,452.23,458.66,204165
20240911,459.86,469.37,451.28,468.62,391213
20240912,468.64,474.04,466.84,473.22,248555
20240913,472.5,476.53,472.25,475.34,213972
20240916,473.19,473.86,469.89,473.24,155417
20240917,476.24,477.6,470.97,473.49,193367
20240918,474.7,478.83,470.83,471.44,286825
20240919,482.61,486.23,480.49,483.36,319999
20240920,482.51,483.69,478.3,482.44,184833
20240923,482.95,484.14,481.6,483.04,146889
20240924,484.48,486.33,480.17,485.37,185480
20240925,484.74,487.79,484.56,485.82,156828
20240926,493.37,493.7,485.8,489.47,210146
20240927,490.5,490.64,485.56,486.75,151798
20240930,485.78,488.41,482.92,488.07,201326
20241001,487.7,488.0,477.4,481.27,306068
20241002,480.36,483.88,477.72,481.95,162794
20241003,479.74,484.55,478.99,481.59,182051
20241004,487.45,487.88,482.38,487.32,204393
20241007,485.42,486.57,480.87,482.1,165266
20241008,484.66,489.99,483.84,489.3,178105
20241009,488.98,493.73,487.95,493.15,161409
20241010,490.85,494.47,489.53,492.59,150438
20241011,490.74,494.39,490.17,493.36,137748
20241014,495.76,498.83,495.26,497.5,155288
20241015,497.83,498.5,488.68,490.85,246817
20241016,491.18,491.69,487.57,490.91,150509
20241017,496.42,496.49,491.54,492.67,138969
